EntityID	PreferredName	AllNames (seperated by '||')
5172	agile_development	agile_development
5173	type_inference_algorithm	type_inference_algorithm
5174	test_automation	test_automation
5175	copyright_protection	copyright_protection
5176	plain_text	plain_text
5177	uncertainty_principle	uncertainty_principle
5178	content_management	content_management
5179	misclassification_cost	misclassification_cost
5180	individual_differences	individual_differences
5181	automatic_summarization	automatic_summarization
5182	canonical_representation	canonical_representation
5183	bit_vector	bit_vector
5184	affirmative_answer	affirmative_answer
5185	crash_recovery	crash_recovery
5186	kernel_trick	kernel_trick
5187	imitation_learning	imitation_learning
5188	resource_description_framework	resource_description_framework||rdf
5189	biological_networks	biological_networks
5190	log_likelihood	log_likelihood
5191	domain_expertise	domain_expertise
5192	unifying_view	unifying_view
5193	discriminant_function	discriminant_function
5194	demographic_information	demographic_information
5195	minority_class	minority_class
5196	relevance_judgment	relevance_judgment
5197	heterogeneous_databases	heterogeneous_databases
5198	random_walk_with_restart	random_walk_with_restart
5199	quotient_cube	quotient_cube
5200	learning_vector_quantization	learning_vector_quantization
5201	adaptive_thresholding	adaptive_thresholding
5202	taylor_expansion	taylor_expansion
5203	finite_mixture	finite_mixture
5204	semantic_indexing	semantic_indexing
5205	supervised_dimensionality_reduction	supervised_dimensionality_reduction
5206	decision_support_systems	decision_support_systems
5207	rank_constraint	rank_constraint
5208	maximum_a_posteriori_estimation	maximum_a_posteriori_estimation
5209	cardinality_constraint	cardinality_constraint
5210	convergence_proof	convergence_proof
5211	segmentation_quality	segmentation_quality
5212	automatic_annotation	automatic_annotation
5213	content_based_image_retrieval	content_based_image_retrieval||cbir
5214	reading_level	reading_level
5215	fact_table	fact_table
5216	time_series_databases	time_series_databases
5217	knn_query	knn_query
5218	public-key_cryptosystem	public-key_cryptosystem
5219	multiple_sequence_alignment	multiple_sequence_alignment
5220	consultation_system	consultation_system
5221	open_information_extraction	open_information_extraction
5222	discriminative_classifier	discriminative_classifier
5223	nonlinear_transformation	nonlinear_transformation
5224	bayesian_treatment	bayesian_treatment
5225	boolean_formulae	boolean_formulae
5226	truth_assignment	truth_assignment
5227	variable_ordering	variable_ordering
5228	exponential_separation	exponential_separation
5229	random_permutation	random_permutation
5230	multiplicative_group	multiplicative_group
5231	large_alphabets	large_alphabets
5232	noiseless_channel	noiseless_channel
5233	edge_orientation	edge_orientation
5234	sequential_decoder	sequential_decoder
5235	generalized_minimum_distance	generalized_minimum_distance
5236	coherence_interval	coherence_interval
5237	algebraic_attacks	algebraic_attacks
5238	convolutional_coding	convolutional_coding
5239	multilevel_coding	multilevel_coding
5240	digital_communication_systems	digital_communication_systems
5241	sphere_decoding	sphere_decoding
5242	ceo_problem	ceo_problem
5243	poisson_noise	poisson_noise
5244	symmetric_channel	symmetric_channel
5245	cad_models	cad_models
5246	information_hider	information_hider
5247	head_tracking	head_tracking
5248	interactive_rendering	interactive_rendering
5249	contrast_sensitivity	contrast_sensitivity
5250	camera_position	camera_position
5251	obstacle_avoidance	obstacle_avoidance
5252	human_gait	human_gait
5253	real_imagery	real_imagery
5254	reprojection_error	reprojection_error
5255	rigid_transformation	rigid_transformation
5256	multiple_view_geometry	multiple_view_geometry
5257	3d_pose_estimation	3d_pose_estimation
5258	expression_recognition	expression_recognition
5259	nonrigid_registration	nonrigid_registration
5260	blind_image_restoration	blind_image_restoration
5261	dialogue_systems	dialogue_systems
5262	planning_under_uncertainty	planning_under_uncertainty
5263	linguistic_theory	linguistic_theory
5264	integrated_circuit	integrated_circuit||integrated_circuits
5265	radar_signal	radar_signal||radar_signals
5266	multithreading	multithreading
5267	reef	reef
5268	cuda	cuda
5269	xslt	xslt
5270	pumping	pumping
5271	fundamental_limit	fundamental_limit
5272	software_framework	software_framework
5273	global_positioning_system	global_positioning_system||gps
5274	message_exchange	message_exchange
5275	transmission_schedule	transmission_schedule
5276	average_latency	average_latency
5277	everyday_life	everyday_life
5278	remote_execution	remote_execution
5279	disk_storage	disk_storage
5280	business_model	business_model
5281	access_protocols	access_protocols
5282	confidential_information	confidential_information
5283	bandwidth_requirement	bandwidth_requirement
5284	fair_bandwidth_allocation	fair_bandwidth_allocation
5285	call_admission	call_admission
5286	orthogonal_frequency_division_multiplexing	orthogonal_frequency_division_multiplexing||ofdm
5287	inter-cell_interference	inter-cell_interference
5288	biased_sampling	biased_sampling
5289	architecture_design	architecture_design
5290	attractive_feature	attractive_feature
5291	shapley_value	shapley_value
5292	static_checking	static_checking
5293	tcp_traffic	tcp_traffic
5294	virtual_terminal	virtual_terminal
5295	grand_challenge	grand_challenge
5296	aggregate_traffic	aggregate_traffic
5297	distinctive_feature	distinctive_feature
5298	control_loop	control_loop
5299	flow_table	flow_table
5300	human_computer_interaction	human_computer_interaction||hci
5301	load_imbalance	load_imbalance
5302	switch_fabric	switch_fabric
5303	multimedia_traffic	multimedia_traffic
5304	internal_node	internal_node
5305	power_assignment	power_assignment
5306	asymptotic_expansion	asymptotic_expansion
5307	stochastic_geometry	stochastic_geometry
5308	erasure_probability	erasure_probability
5309	automatic_creation	automatic_creation
5310	stability_condition	stability_condition
5311	adaptive_control	adaptive_control
5312	autoregressive_models	autoregressive_models
5313	equal_length	equal_length
5314	polynomial_time_approximation_algorithm	polynomial_time_approximation_algorithm
5315	biological_systems	biological_systems
5316	dominant_strategy	dominant_strategy
5317	voronoi_cell	voronoi_cell
5318	ideal_autocorrelation	ideal_autocorrelation
5319	security_level	security_level
5320	false_alarm_probability	false_alarm_probability
5321	security_vulnerabilities	security_vulnerabilities
5322	perturbation_analysis	perturbation_analysis
5323	average_power_constraint	average_power_constraint
5324	information_hiding	information_hiding
5325	interactive_multimedia	interactive_multimedia
5326	false_discovery_rate	false_discovery_rate
5327	scalar_field	scalar_field
5328	nonlinear_least_squares	nonlinear_least_squares
5329	lifting_scheme	lifting_scheme
5330	optimistic_concurrency_control	optimistic_concurrency_control
5331	random_perturbation	random_perturbation
5332	past_experience	past_experience
5333	clear_understanding	clear_understanding
5334	event_calculus	event_calculus
5335	graph_grammar	graph_grammar
5336	boolean_expression	boolean_expression
5337	unified_modeling_language	unified_modeling_language||uml
5338	partial_order_reduction	partial_order_reduction
5339	regression_test_selection	regression_test_selection
5340	component_model	component_model
5341	software_model_checking	software_model_checking
5342	dna_microarray	dna_microarray
5343	persistent_object	persistent_object
5344	static_program_analysis	static_program_analysis
5345	program_invariants	program_invariants
5346	web_service_composition	web_service_composition
5347	mutation_operators	mutation_operators
5348	logic_programming_language	logic_programming_language
5349	analogical_reasoning	analogical_reasoning
5350	process_mining	process_mining
5351	computer_assisted	computer_assisted
5352	least_squares_regression	least_squares_regression
5353	batch_processing	batch_processing
5354	anomalous_behavior	anomalous_behavior
5355	granger_causality	granger_causality
5356	strong_equivalence	strong_equivalence
5357	input_string	input_string
5358	probabilistic_automata	probabilistic_automata
5359	factor_graph_model	factor_graph_model
5360	computational_advertising	computational_advertising
5361	data_mining_community	data_mining_community
5362	factored_mdps	factored_mdps
5363	final_step	final_step
5364	human_genome	human_genome
5365	star_schema	star_schema
5366	bayes_classifier	bayes_classifier
5367	genomic_data	genomic_data
5368	knowledge_discovery_in_databases	knowledge_discovery_in_databases
5369	rule_discovery	rule_discovery
5370	data_stream_mining	data_stream_mining
5371	email_spam	email_spam
5372	max_margin	max_margin
5373	projected_gradient	projected_gradient
5374	topic_hierarchy	topic_hierarchy
5375	schema_integration	schema_integration
5376	document_analysis	document_analysis
5377	rating_matrix	rating_matrix
5378	ranking_score	ranking_score
5379	error_tolerance	error_tolerance
5380	open_directory_project	open_directory_project
5381	search_intent	search_intent
5382	part_ii	part_ii
5383	blog_post	blog_post
5384	term_dependency	term_dependency
5385	term_dependence	term_dependence
5386	intelligent_behavior	intelligent_behavior
5387	curve_fitting	curve_fitting
5388	episodic_memory	episodic_memory
5389	scalar_product	scalar_product
5390	scale_invariant_feature_transform	scale_invariant_feature_transform||sift
5391	popularity_prediction	popularity_prediction
5392	base_table	base_table
5393	approximate_query_answering	approximate_query_answering
5394	duplicate_elimination	duplicate_elimination
5395	data_freshness	data_freshness
5396	concept_description	concept_description
5397	preference_aggregation	preference_aggregation
5398	linear_predictor	linear_predictor
5399	elastic_net	elastic_net
5400	turing_test	turing_test
5401	cognitive_architecture	cognitive_architecture
5402	likelihood_maximization	likelihood_maximization
5403	intrinsic_dimension	intrinsic_dimension
5404	expected_sample_size	expected_sample_size
5405	prime_implicants	prime_implicants
5406	hybrid_automata	hybrid_automata
5407	semidefinite_relaxation	semidefinite_relaxation
5408	discrete_random_variables	discrete_random_variables
5409	mixed_strategy	mixed_strategy
5410	large_girth	large_girth
5411	average_redundancy	average_redundancy
5412	excess_rate	excess_rate
5413	wiener_filtering	wiener_filtering
5414	rotational_invariance	rotational_invariance
5415	symbol_error_rate	symbol_error_rate
5416	lossless_image_compression	lossless_image_compression
5417	dependent_noise	dependent_noise
5418	consistent_estimator	consistent_estimator
5419	rate-distortion_optimization	rate-distortion_optimization
5420	reproducing_kernel	reproducing_kernel
5421	trust_region	trust_region
5422	acquisition_process	acquisition_process
5423	depth_perception	depth_perception
5424	local_deformation	local_deformation
5425	monocular_video	monocular_video
5426	material_properties	material_properties
5427	image_editing	image_editing
5428	lambertian_surface	lambertian_surface
5429	3d_scanning	3d_scanning
5430	dense_reconstruction	dense_reconstruction
5431	disparity_estimation	disparity_estimation
5432	defocus_blur	defocus_blur
5433	unsupervised_domain_adaptation	unsupervised_domain_adaptation
5434	intrinsic_image_decomposition	intrinsic_image_decomposition
5435	shadow_detection	shadow_detection
5436	image_formation_model	image_formation_model
5437	foreground_detection	foreground_detection
5438	scene_text_recognition	scene_text_recognition
5439	manifold_alignment	manifold_alignment
5440	social_law	social_law
5441	nonmonotonic_logic	nonmonotonic_logic
5442	belief_update	belief_update
5443	spoken_language_understanding	spoken_language_understanding
5444	sift_features	sift_features||sift_feature
5445	amino_acid	amino_acid||amino_acids
5446	quaternary_codes	quaternary_codes||quaternary_code
5447	decision_feedback_equalizer	decision_feedback_equalizer||decision_feedback_equalizers
5448	collaborative_virtual_environments	collaborative_virtual_environments||collaborative_virtual_environment
5449	abr_service	abr_service||abr_services
5450	taxation	taxation
5451	spectroscopy	spectroscopy
5452	delay_estimation	delay_estimation
5453	physical_interference_model	physical_interference_model
5454	role_assignment	role_assignment
5455	concurrent_transmission	concurrent_transmission
5456	main_conference	main_conference
5457	urban_environment	urban_environment
5458	native_code	native_code
5459	type_safety	type_safety
5460	execution_speed	execution_speed
5461	visualization_system	visualization_system
5462	clock_skew	clock_skew
5463	demand_response	demand_response
5464	decentralized_control	decentralized_control
5465	office_environment	office_environment
5466	text_mining_techniques	text_mining_techniques
5467	modular_architecture	modular_architecture
5468	constructive_interference	constructive_interference
5469	tomographic_imaging	tomographic_imaging
5470	database_administrator	database_administrator
5471	feedback_loops	feedback_loops
5472	packet_header	packet_header
5473	group_formation	group_formation
5474	media_content	media_content
5475	negotiation_protocol	negotiation_protocol
5476	speech_recognizer	speech_recognizer
5477	interdisciplinary_research	interdisciplinary_research
5478	san_francisco	san_francisco
5479	detailed_performance_study	detailed_performance_study
5480	unit_disk_graph	unit_disk_graph
5481	successive_interference_cancellation	successive_interference_cancellation
5482	orthogonal_channels	orthogonal_channels
5483	closed_form_expression	closed_form_expression
5484	round-trip_time	round-trip_time
5485	oral_presentation	oral_presentation
5486	spatial_proximity	spatial_proximity
5487	cognitive_networks	cognitive_networks
5488	social_cost	social_cost
5489	phase_noise	phase_noise
5490	transmission_control_protocol	transmission_control_protocol||tcp
5491	text_messages	text_messages
5492	point_to_point	point_to_point
5493	tcp_vegas	tcp_vegas
5494	constant_bit_rate	constant_bit_rate||cbr
5495	queuing_delay	queuing_delay
5496	quantum_key_distribution	quantum_key_distribution
5497	high_level_language	high_level_language
5498	hot_topic	hot_topic
5499	ieee_802.11_mac	ieee_802.11_mac
5500	brief_summary	brief_summary
5501	media_streaming	media_streaming
5502	timing_channel	timing_channel
5503	np_hard	np_hard
5504	main_obstacle	main_obstacle
5505	general_graph	general_graph
5506	global_optimization_problem	global_optimization_problem
5507	average_case_analysis	average_case_analysis
5508	concave_function	concave_function
5509	path_finding	path_finding
5510	hessian_matrix	hessian_matrix
5511	target_localization	target_localization
5512	random_access_machine	random_access_machine||ram
5513	strong_influence	strong_influence
5514	trust_management	trust_management
5515	critical_transmission_radius	critical_transmission_radius
5516	3d_meshes	3d_meshes
5517	output_feedback	output_feedback
5518	exponential_increase	exponential_increase
5519	computational_expense	computational_expense
5520	synthesis_procedure	synthesis_procedure
5521	true_parameter	true_parameter
5522	mobile_robotics	mobile_robotics
5523	detailed_theoretical_analysis	detailed_theoretical_analysis
5524	imperative_programs	imperative_programs
5525	transactional_memory	transactional_memory
5526	grounded_theory	grounded_theory
5527	modular_reasoning	modular_reasoning
5528	unit_test	unit_test
5529	control_flow_graph	control_flow_graph
5530	multimedia_documents	multimedia_documents
5531	workflow_management_system	workflow_management_system
5532	loop_invariants	loop_invariants
5533	satisfiability_modulo_theories	satisfiability_modulo_theories
5534	software_visualization	software_visualization
5535	mining_software_repositories	mining_software_repositories
5536	correctness_criterion	correctness_criterion
5537	symmetry_reduction	symmetry_reduction
5538	online_courses	online_courses
5539	project_scheduling	project_scheduling
5540	decision_table	decision_table
5541	workshop_report	workshop_report
5542	conceptual_design	conceptual_design
5543	dependence_analysis	dependence_analysis
5544	iterative_refinement	iterative_refinement
5545	declarative_semantics	declarative_semantics
5546	native_language	native_language
5547	cluster_membership	cluster_membership
5548	type_i_error	type_i_error
5549	brain_imaging	brain_imaging
5550	conditional_mutual_information	conditional_mutual_information
5551	dimensionality_reduction_method	dimensionality_reduction_method
5552	higher_order_statistics	higher_order_statistics
5553	label_assignment	label_assignment
5554	data_mining_algorithm	data_mining_algorithm
5555	active_learner	active_learner
5556	quadratic_programming_problem	quadratic_programming_problem
5557	actionable_knowledge	actionable_knowledge
5558	recursive_partitioning	recursive_partitioning
5559	product_recommendation	product_recommendation
5560	uci_data_sets	uci_data_sets
5561	customer_behavior	customer_behavior
5562	bilingual_dictionary	bilingual_dictionary
5563	opinion_summarization	opinion_summarization
5564	news_media	news_media
5565	seed_selection	seed_selection
5566	result_diversification	result_diversification
5567	nonconvex_optimization	nonconvex_optimization
5568	phrase_structure_grammar	phrase_structure_grammar
5569	ir_community	ir_community
5570	chinese_text	chinese_text
5571	expertise_retrieval	expertise_retrieval
5572	query_log_analysis	query_log_analysis
5573	visual_inspection	visual_inspection
5574	lexical_cohesion	lexical_cohesion
5575	result_page	result_page
5576	extractive_summarization	extractive_summarization
5577	similar_image	similar_image
5578	similarity_retrieval	similarity_retrieval
5579	scientific_databases	scientific_databases
5580	skyline_query_processing	skyline_query_processing
5581	spatial_position	spatial_position
5582	ontology_matching	ontology_matching
5583	place_recognition	place_recognition
5584	absolute_improvement	absolute_improvement
5585	multivariate_normal	multivariate_normal
5586	adaboost_algorithm	adaboost_algorithm
5587	nonlinear_manifold	nonlinear_manifold
5588	automated_deduction	automated_deduction
5589	descriptive_complexity	descriptive_complexity
5590	boolean_variables	boolean_variables
5591	second_order_logic	second_order_logic
5592	pushdown_store	pushdown_store
5593	cyclic_group	cyclic_group
5594	bit_commitment	bit_commitment
5595	complex_numbers	complex_numbers
5596	simple_polygon	simple_polygon
5597	full_rank	full_rank
5598	ergodic_source	ergodic_source
5599	odd_length	odd_length
5600	constant_modulus	constant_modulus
5601	renyi_entropy	renyi_entropy
5602	optical_orthogonal_code	optical_orthogonal_code
5603	quadratic_residue_code	quadratic_residue_code
5604	mmse_receiver	mmse_receiver
5605	zero_forcing	zero_forcing
5606	multistage_decoding	multistage_decoding
5607	composite_hypothesis	composite_hypothesis
5608	discrete_memoryless_broadcast_channel	discrete_memoryless_broadcast_channel
5609	average_codeword_length	average_codeword_length
5610	filter_coefficients	filter_coefficients
5611	motion_parallax	motion_parallax
5612	image_warping	image_warping
5613	incident_light	incident_light
5614	frontier_points	frontier_points
5615	deformable_registration	deformable_registration
5616	camera_rotation	camera_rotation
5617	appearance_modeling	appearance_modeling
5618	lambertian_reflectance	lambertian_reflectance
5619	object_category_recognition	object_category_recognition
5620	fluorescence_microscopy	fluorescence_microscopy
5621	camera_array	camera_array
5622	symmetric_extension	symmetric_extension
5623	color_demosaicking	color_demosaicking
5624	normative_systems	normative_systems
5625	hierarchical_task_network	hierarchical_task_network
5626	hierarchical_reinforcement_learning	hierarchical_reinforcement_learning
5627	optimal_value_function	optimal_value_function
5628	unification_grammar	unification_grammar
5629	sentence_compression	sentence_compression
5630	dialogue_act	dialogue_act
5631	synaptic_plasticity	synaptic_plasticity
5632	fuzzy_rules	fuzzy_rules||fuzzy_rule
5633	cellular_phones	cellular_phones||cellular_phone
5634	directional_derivative	directional_derivative||directional_derivatives
5635	affine_transforms	affine_transforms||affine_transform
5636	snmp	snmp
5637	silver	silver
5638	emi	emi
5639	ehr	ehr
5640	fcm	fcm
5641	radio_interference	radio_interference
5642	urban_area	urban_area
5643	high_spatial_resolution	high_spatial_resolution
5644	tight_coupling	tight_coupling
5645	condition_monitoring	condition_monitoring
5646	localization_performance	localization_performance
5647	computing_system	computing_system
5648	robot_system	robot_system
5649	spectrum_usage	spectrum_usage
5650	residual_energy	residual_energy
5651	greater_efficiency	greater_efficiency
5652	smart_meter	smart_meter
5653	tone_mapping	tone_mapping
5654	packet_radio	packet_radio
5655	adverse_effect	adverse_effect
5656	user_interface_design	user_interface_design
5657	secure_multiparty_computation	secure_multiparty_computation
5658	digital_signals	digital_signals
5659	spectrum_management	spectrum_management
5660	deep_packet_inspection	deep_packet_inspection
5661	half_duplex	half_duplex
5662	small_constant_factor	small_constant_factor
5663	scalability_issue	scalability_issue
5664	domain_name_system	domain_name_system||dns
5665	engineering_design	engineering_design
5666	network_operations	network_operations
5667	second_order_statistics	second_order_statistics
5668	evaluation_model	evaluation_model
5669	multimedia_streaming	multimedia_streaming
5670	adaptive_streaming	adaptive_streaming
5671	peer_to_peer	peer_to_peer
5672	working_group	working_group
5673	industrial_practice	industrial_practice
5674	design_philosophy	design_philosophy
5675	layered_architecture	layered_architecture
5676	congestion_control_mechanism	congestion_control_mechanism
5677	packet_scheduler	packet_scheduler
5678	delayed_feedback	delayed_feedback
5679	streaming_media	streaming_media
5680	random_early_detection	random_early_detection
5681	overlay_nodes	overlay_nodes
5682	storage_utilization	storage_utilization
5683	mixed_integer_programming	mixed_integer_programming
5684	wavelength_routing	wavelength_routing
5685	routing_and_wavelength_assignment	routing_and_wavelength_assignment
5686	detailed_discussion	detailed_discussion
5687	weighted_fair_queueing	weighted_fair_queueing
5688	fault_management	fault_management
5689	atm_multiplexer	atm_multiplexer
5690	fundamental_limitation	fundamental_limitation
5691	optimal_auction	optimal_auction
5692	multivariate_polynomial	multivariate_polynomial
5693	nash_bargaining	nash_bargaining
5694	multiple_transmit_antennas	multiple_transmit_antennas
5695	fundamental_property	fundamental_property
5696	disjoint_subsets	disjoint_subsets
5697	vlsi_design	vlsi_design
5698	agent_technology	agent_technology
5699	fluid_dynamics	fluid_dynamics
5700	global_optimal_solution	global_optimal_solution
5701	gossip_algorithms	gossip_algorithms
5702	outsourced_data	outsourced_data
5703	monte_carlo_sampling	monte_carlo_sampling
5704	unit_circle	unit_circle
5705	joint_optimization_problem	joint_optimization_problem
5706	weak_consistency	weak_consistency
5707	linear_programming_formulation	linear_programming_formulation
5708	quantizer_design	quantizer_design
5709	achievable_distortion	achievable_distortion
5710	interesting_aspect	interesting_aspect
5711	signal_analysis	signal_analysis
5712	broad_family	broad_family
5713	bounded_rationality	bounded_rationality
5714	proof_obligations	proof_obligations
5715	unit_testing	unit_testing
5716	change_impact_analysis	change_impact_analysis
5717	refactoring_tools	refactoring_tools
5718	decision_tables	decision_tables
5719	basic_block	basic_block
5720	plagiarism_detection	plagiarism_detection
5721	pseudorandom_sequences	pseudorandom_sequences
5722	probabilistic_model_checking	probabilistic_model_checking
5723	added_value	added_value
5724	project_team	project_team
5725	textual_similarity	textual_similarity
5726	workshop_summary	workshop_summary
5727	write_operations	write_operations
5728	computing_environment	computing_environment
5729	portfolio_management	portfolio_management
5730	discriminative_dictionary	discriminative_dictionary
5731	digital_circuits	digital_circuits
5732	lazy_evaluation	lazy_evaluation
5733	propositional_dynamic_logic	propositional_dynamic_logic
5734	intuitionistic_logic	intuitionistic_logic
5735	typed_lambda_calculus	typed_lambda_calculus
5736	satisfying_assignment	satisfying_assignment
5737	online_transaction_processing	online_transaction_processing
5738	response_variable	response_variable
5739	bayesian_reinforcement_learning	bayesian_reinforcement_learning
5740	closed_itemsets	closed_itemsets
5741	linked_open_data	linked_open_data
5742	model_averaging	model_averaging
5743	interactive_data_exploration	interactive_data_exploration
5744	dirichlet_distribution	dirichlet_distribution
5745	category_hierarchy	category_hierarchy
5746	bibliographic_data	bibliographic_data
5747	collaborative_recommendation	collaborative_recommendation
5748	user_navigation	user_navigation
5749	event_summarization	event_summarization
5750	data_cleansing	data_cleansing
5751	principled_solution	principled_solution
5752	web_search_ranking	web_search_ranking
5753	portfolio_selection	portfolio_selection
5754	visual_object_recognition	visual_object_recognition
5755	scientific_literature	scientific_literature
5756	web_information_extraction	web_information_extraction
5757	genre_classification	genre_classification
5758	limited_training_data	limited_training_data
5759	video_shots	video_shots
5760	citation_network	citation_network
5761	hyperlink_structure	hyperlink_structure
5762	text_retrieval_conference	text_retrieval_conference
5763	topic_distillation	topic_distillation
5764	document_frequency	document_frequency
5765	document_expansion	document_expansion
5766	xml_keyword_search	xml_keyword_search
5767	human_cognition	human_cognition
5768	xml_query_language	xml_query_language
5769	conceptual_representation	conceptual_representation
5770	biomedical_text	biomedical_text
5771	similarity_score	similarity_score
5772	regression_method	regression_method
5773	composite_event	composite_event
5774	column_store	column_store
5775	background_noise	background_noise
5776	low_dimensional_representation	low_dimensional_representation
5777	tracking_process	tracking_process
5778	relevance_vector_machine	relevance_vector_machine
5779	fisher_discriminant	fisher_discriminant
5780	nearest_neighbor_classifier	nearest_neighbor_classifier
5781	multi_agent	multi_agent
5782	vertex_v	vertex_v
5783	logical_characterization	logical_characterization
5784	sequential_estimation	sequential_estimation
5785	round_complexity	round_complexity
5786	sharp_threshold	sharp_threshold
5787	spectral_norm	spectral_norm
5788	amortized_update_time	amortized_update_time
5789	algorithmic_version	algorithmic_version
5790	analytic_expression	analytic_expression
5791	persistent_homology	persistent_homology
5792	quantified_boolean_formulas	quantified_boolean_formulas
5793	hamming_bound	hamming_bound
5794	convolution_kernel	convolution_kernel
5795	entropy_power_inequality	entropy_power_inequality
5796	golden_code	golden_code
5797	basis_pursuit	basis_pursuit
5798	mimo_interference_channel	mimo_interference_channel
5799	trellis_diagram	trellis_diagram
5800	universal_compression	universal_compression
5801	thermal_noise	thermal_noise
5802	cross-correlation_function	cross-correlation_function
5803	algorithmic_stability	algorithmic_stability
5804	gaussian_white_noise	gaussian_white_noise
5805	kloosterman_sums	kloosterman_sums
5806	projective_transformation	projective_transformation
5807	codebook_size	codebook_size
5808	filter_response	filter_response
5809	virtual_reality_technology	virtual_reality_technology
5810	registration_accuracy	registration_accuracy
5811	depth_cameras	depth_cameras
5812	image_based_rendering	image_based_rendering
5813	transformation_matrix	transformation_matrix
5814	blur_estimation	blur_estimation
5815	computer_animation	computer_animation
5816	tangent_plane	tangent_plane
5817	facial_appearance	facial_appearance
5818	partial_volume	partial_volume
5819	structuring_element	structuring_element
5820	sparse_principal_component_analysis	sparse_principal_component_analysis
5821	handwritten_digit_recognition	handwritten_digit_recognition
5822	iris_recognition	iris_recognition
5823	digit_recognition	digit_recognition
5824	3d_shape_reconstruction	3d_shape_reconstruction
5825	natural_scene_statistics	natural_scene_statistics
5826	representer_theorem	representer_theorem
5827	execution_monitoring	execution_monitoring
5828	defeasible_logic	defeasible_logic
5829	contingent_planning	contingent_planning
5830	natural_language_parsing	natural_language_parsing||nlp
5831	chinese_treebank	chinese_treebank
5832	dependency_grammar	dependency_grammar
5833	cooperative_game	cooperative_game||cooperative_games
5834	display_device	display_device||display_devices
5835	feedforward_neural_networks	feedforward_neural_networks||feedforward_neural_network
5836	optical_switches	optical_switches||optical_switch
5837	tracked_objects	tracked_objects||tracked_object
5838	service_oriented_architecture	service_oriented_architecture||service_oriented_architectures||soa
5839	grace	grace
5840	rtp	rtp
5841	spine	spine
5842	qpsk	qpsk
5843	bpel	bpel
5844	vsm	vsm
5845	mean_absolute_error	mean_absolute_error
5846	artificial_life	artificial_life
5847	network_simulator	network_simulator
5848	blood_pressure	blood_pressure
5849	moving_object_detection	moving_object_detection
5850	resource_contention	resource_contention
5851	heterogeneous_sensor_networks	heterogeneous_sensor_networks
5852	air_pollution	air_pollution
5853	conserve_energy	conserve_energy
5854	declarative_programming	declarative_programming
5855	dead_reckoning	dead_reckoning
5856	nyquist_rate	nyquist_rate
5857	person_identification	person_identification
5858	autonomous_navigation	autonomous_navigation
5859	lossless_data_compression	lossless_data_compression
5860	table_lookup	table_lookup
5861	coverage_area	coverage_area
5862	human_annotators	human_annotators
5863	outlier_removal	outlier_removal
5864	liquid_crystal	liquid_crystal
5865	price_of_stability	price_of_stability
5866	ieee_802.11_dcf	ieee_802.11_dcf
5867	situation_awareness	situation_awareness
5868	compressive_sampling	compressive_sampling
5869	multicast_communication	multicast_communication
5870	opportunistic_spectrum_access	opportunistic_spectrum_access
5871	vcg_mechanism	vcg_mechanism
5872	interference_management	interference_management
5873	full_channel_state_information	full_channel_state_information
5874	data_security	data_security
5875	packet_drops	packet_drops
5876	distributed_coordination_function	distributed_coordination_function
5877	flash_crowd	flash_crowd
5878	source_address	source_address
5879	stepwise_refinement	stepwise_refinement
5880	banyan_network	banyan_network
5881	secure_multicast	secure_multicast
5882	optical_switching	optical_switching
5883	human_behaviour	human_behaviour
5884	backbone_network	backbone_network
5885	total_correctness	total_correctness
5886	proper_subset	proper_subset
5887	explicit_congestion_notification	explicit_congestion_notification
5888	timing_constraints	timing_constraints
5889	frequent_updates	frequent_updates
5890	anonymous_communication	anonymous_communication
5891	proportional_fair	proportional_fair
5892	queue_length_distribution	queue_length_distribution
5893	enhanced_version	enhanced_version
5894	unit_ball	unit_ball
5895	optical_burst_switching	optical_burst_switching
5896	overflow_probability	overflow_probability
5897	rate_control_scheme	rate_control_scheme
5898	probability_mass_function	probability_mass_function
5899	moment_generating_function	moment_generating_function
5900	multiuser_detector	multiuser_detector
5901	least_mean_square	least_mean_square||lms
5902	asymptotic_variance	asymptotic_variance
5903	unique_characteristic	unique_characteristic
5904	maximal_clique	maximal_clique
5905	unit_interval	unit_interval
5906	shortest_path_tree	shortest_path_tree
5907	graph_transformation	graph_transformation
5908	fundamental_principle	fundamental_principle
5909	ln_n	ln_n
5910	space_diversity	space_diversity
5911	market_equilibrium	market_equilibrium
5912	supervisory_control	supervisory_control
5913	hypothesis_testing_problem	hypothesis_testing_problem
5914	virtual_space	virtual_space
5915	nonparametric_belief_propagation	nonparametric_belief_propagation
5916	pulse_position_modulation	pulse_position_modulation||ppm
5917	body_shape	body_shape
5918	information_acquisition	information_acquisition
5919	maximal_independent_set	maximal_independent_set
5920	chinese_remainder_theorem	chinese_remainder_theorem
5921	conceptual_modeling	conceptual_modeling
5922	software_lifecycle	software_lifecycle
5923	interprocedural_analysis	interprocedural_analysis
5924	hoare_logic	hoare_logic
5925	computer_hardware	computer_hardware
5926	reactive_programming	reactive_programming
5927	assembly_language	assembly_language
5928	verification_and_validation	verification_and_validation
5929	skill_acquisition	skill_acquisition
5930	finite_state_automata	finite_state_automata
5931	target_model	target_model
5932	early_aspects	early_aspects
5933	logistic_regression_model	logistic_regression_model
5934	behavioral_modeling	behavioral_modeling
5935	automated_program_repair	automated_program_repair
5936	public_opinion	public_opinion
5937	business_logic	business_logic
